month_date,grade,from_bucket,to_bucket,from_balance,to_balance,flow_rate
2013-03-01,D,60+,90+,1010692.5,895305.0,0.885833
2013-03-01,D,90+,120+,977393.75,1015983.75,1.0
2013-03-01,D,120+,150+,805885.0,731892.5,0.908185
2013-03-01,D,150+,180+,742050.0,909691.25,1.0
2013-03-01,D,180+,GCO,938591.25,8851878.75,1.0
2013-03-01,E,Current,30+,99062380.93,1103278.75,0.011137
2013-03-01,E,30+,60+,1049898.75,963283.75,0.917502
2013-03-01,E,60+,90+,802123.75,855673.75,1.0
2013-03-01,E,90+,120+,978902.5,956271.25,0.976881
2013-03-01,E,120+,150+,546890.0,669417.5,1.0
2013-03-01,E,150+,180+,487538.75,540621.25,1.0
2013-03-01,E,180+,GCO,781383.75,7306026.25,1.0
2013-03-01,F,Current,30+,44292586.19,667760.0,0.015076
2013-03-01,F,30+,60+,553052.5,576363.75,1.0
2013-03-01,F,60+,90+,587435.0,441490.0,0.751555
2013-03-01,F,90+,120+,437665.0,513506.25,1.0
2013-03-01,F,120+,150+,536180.0,454091.25,0.846901
2013-03-01,F,150+,180+,365160.0,522643.75,1.0
2013-03-01,F,180+,GCO,223635.0,4180236.25,1.0
2013-03-01,G,Current,30+,9301858.08,198198.75,0.021307
2013-03-01,G,30+,60+,118745.0,179987.5,1.0
2013-03-01,G,60+,90+,142396.25,119956.25,0.842412
2013-03-01,G,90+,120+,180795.0,137275.0,0.759285
2013-03-01,G,120+,150+,70295.0,65960.0,0.938331
2013-03-01,G,150+,180+,134746.25,205041.25,1.0
2013-03-01,G,180+,GCO,73950.0,1430783.75,1.0
2013-04-01,A,Current,30+,198896347.16,406895.0,0.002046
2013-04-01,A,30+,60+,295226.25,265115.0,0.898006
2013-04-01,A,60+,90+,195372.5,183663.75,0.94007
2013-04-01,A,90+,120+,219151.25,305766.25,1.0
2013-04-01,A,120+,150+,319578.75,284601.25,0.890551
2013-04-01,A,150+,180+,203298.75,276887.5,1.0
2013-04-01,A,180+,GCO,334857.5,2375006.25,1.0
2013-04-01,B,Current,30+,377477065.17,1084791.25,0.002874
2013-04-01,B,30+,60+,1067536.25,1053320.0,0.986683
2013-04-01,B,60+,90+,935935.0,879452.5,0.939651
2013-04-01,B,90+,120+,673688.75,780512.5,1.0
2013-04-01,B,120+,150+,741518.75,670820.0,0.904657
2013-04-01,B,150+,180+,670352.5,826115.0,1.0
2013-04-01,B,180+,GCO,754608.75,8612688.75,1.0
2013-04-01,C,Current,30+,294168948.1,1267605.0,0.004309
2013-04-01,C,30+,60+,1062202.5,1062988.75,1.0
2013-04-01,C,60+,90+,912347.5,903698.75,0.99052
2013-04-01,C,90+,120+,764978.75,804418.75,1.0
2013-04-01,C,120+,150+,834700.0,756903.75,0.906797
2013-04-01,C,150+,180+,580040.0,746236.25,1.0
2013-04-01,C,180+,GCO,678640.0,9344687.5,1.0
2013-04-01,D,Current,30+,171157470.32,1402075.0,0.008192
2013-04-01,D,30+,60+,1211526.25,1239278.75,1.0
2013-04-01,D,60+,90+,1214352.5,1111481.25,0.915287
2013-04-01,D,90+,120+,895305.0,974780.0,1.0
2013-04-01,D,120+,150+,1015983.75,1011606.25,0.995691
2013-04-01,D,150+,180+,731892.5,782573.75,1.0
2013-04-01,D,180+,GCO,909691.25,9389971.25,1.0
2013-04-01,E,Current,30+,106625094.61,943075.0,0.008845
2013-04-01,E,30+,60+,1103278.75,1145226.25,1.0
2013-04-01,E,60+,90+,963283.75,1049898.75,1.0
2013-04-01,E,90+,120+,855673.75,793283.75,0.927087
2013-04-01,E,120+,150+,956271.25,966492.5,1.0
2013-04-01,E,150+,180+,669417.5,568140.0,0.848708
2013-04-01,E,180+,GCO,540621.25,7688845.0,1.0
2013-04-01,F,Current,30+,47499934.94,756160.0,0.015919
2013-04-01,F,30+,60+,667760.0,706158.75,1.0
2013-04-01,F,60+,90+,576363.75,557302.5,0.966928
2013-04-01,F,90+,120+,441490.0,561935.0,1.0
2013-04-01,F,120+,150+,513506.25,463165.0,0.901966
2013-04-01,F,150+,180+,454091.25,536180.0,1.0
2013-04-01,F,180+,GCO,522643.75,4476950.0,1.0
2013-04-01,G,Current,30+,9845882.68,157441.25,0.015991
2013-04-01,G,30+,60+,198198.75,232390.0,1.0
2013-04-01,G,60+,90+,179987.5,118745.0,0.65974
2013-04-01,G,90+,120+,119956.25,142396.25,1.0
2013-04-01,G,120+,150+,137275.0,164645.0,1.0
2013-04-01,G,150+,180+,65960.0,86445.0,1.0
2013-04-01,G,180+,GCO,205041.25,1565530.0,1.0
2013-05-01,A,Current,30+,209973408.76,418157.5,0.001991
2013-05-01,A,30+,60+,406895.0,399946.25,0.982922
2013-05-01,A,60+,90+,265115.0,278885.0,1.0
2013-05-01,A,90+,120+,183663.75,227013.75,1.0
2013-05-01,A,120+,150+,305766.25,210417.5,0.688165
2013-05-01,A,150+,180+,284601.25,284112.5,0.998283
2013-05-01,A,180+,GCO,276887.5,2781157.5,1.0
2013-05-01,B,Current,30+,410236308.43,1009991.25,0.002462
2013-05-01,B,30+,60+,1084791.25,998580.0,0.920527
2013-05-01,B,60+,90+,1053320.0,1042907.5,0.990115
2013-05-01,B,90+,120+,879452.5,985638.75,1.0
2013-05-01,B,120+,150+,780512.5,682996.25,0.875061
2013-05-01,B,150+,180+,670820.0,744111.25,1.0
2013-05-01,B,180+,GCO,826115.0,9671087.5,1.0
2013-05-01,C,Current,30+,328182796.63,1346803.75,0.004104
2013-05-01,C,30+,60+,1267605.0,1288472.5,1.0
2013-05-01,C,60+,90+,1062988.75,1051853.75,0.989525
2013-05-01,C,90+,120+,903698.75,930750.0,1.0
2013-05-01,C,120+,150+,804418.75,765616.25,0.951763
2013-05-01,C,150+,180+,756903.75,826965.0,1.0
2013-05-01,C,180+,GCO,746236.25,10295391.25,1.0
2013-05-01,D,Current,30+,188267405.49,1308808.75,0.006952
2013-05-01,D,30+,60+,1402075.0,1256661.25,0.896287
2013-05-01,D,60+,90+,1239278.75,1204853.75,0.972222
2013-05-01,D,90+,120+,1111481.25,1216626.25,1.0
2013-05-01,D,120+,150+,974780.0,919763.75,0.94356
2013-05-01,D,150+,180+,1011606.25,998643.75,0.987186
2013-05-01,D,180+,GCO,782573.75,10523042.5,1.0
2013-05-01,E,Current,30+,118918572.77,1131031.25,0.009511
2013-05-01,E,30+,60+,943075.0,825987.5,0.875845
2013-05-01,E,60+,90+,1145226.25,1109802.5,0.969068
2013-05-01,E,90+,120+,1049898.75,957822.5,0.9123
2013-05-01,E,120+,150+,793283.75,894795.0,1.0
2013-05-01,E,150+,180+,966492.5,929921.25,0.962161
2013-05-01,E,180+,GCO,568140.0,8549215.0,1.0
2013-05-01,F,Current,30+,55333076.08,577532.5,0.010437
2013-05-01,F,30+,60+,756160.0,819421.25,1.0
2013-05-01,F,60+,90+,706158.75,651248.75,0.922241
2013-05-01,F,90+,120+,557302.5,592875.0,1.0
2013-05-01,F,120+,150+,561935.0,421090.0,0.749357
2013-05-01,F,150+,180+,463165.0,503285.0,1.0
2013-05-01,F,180+,GCO,536180.0,5187592.5,1.0
2013-05-01,G,Current,30+,11537486.15,219236.25,0.019002
2013-05-01,G,30+,60+,157441.25,134470.0,0.854096
2013-05-01,G,60+,90+,232390.0,198198.75,0.852871
2013-05-01,G,90+,120+,118745.0,179987.5,1.0
2013-05-01,G,120+,150+,142396.25,97601.25,0.68542
2013-05-01,G,150+,180+,164645.0,129880.0,0.788849
2013-05-01,G,180+,GCO,86445.0,1731535.0,1.0
2013-06-01,A,Current,30+,218235545.75,324360.0,0.001486
2013-06-01,A,30+,60+,418157.5,407128.75,0.973625
2013-06-01,A,60+,90+,399946.25,406895.0,1.0
2013-06-01,A,90+,120+,278885.0,265115.0,0.950625
2013-06-01,A,120+,150+,227013.75,181963.75,0.801554
2013-06-01,A,150+,180+,210417.5,282306.25,1.0
2013-06-01,A,180+,GCO,284112.5,2961655.0,1.0
2013-06-01,B,Current,30+,441391463.13,1457877.5,0.003303
2013-06-01,B,30+,60+,1009991.25,954167.5,0.944728
2013-06-01,B,60+,90+,998580.0,1115242.5,1.0
2013-06-01,B,90+,120+,1042907.5,1066218.75,1.0
2013-06-01,B,120+,150+,985638.75,846175.0,0.858504
2013-06-01,B,150+,180+,682996.25,769823.75,1.0
2013-06-01,B,180+,GCO,744111.25,10153590.0,1.0
2013-06-01,C,Current,30+,360601511.27,1931348.75,0.005356
2013-06-01,C,30+,60+,1346803.75,1405113.75,1.0
2013-06-01,C,60+,90+,1288472.5,1263185.0,0.980374
2013-06-01,C,90+,120+,1051853.75,1061288.75,1.0
2013-06-01,C,120+,150+,930750.0,912198.75,0.980068
2013-06-01,C,150+,180+,765616.25,791668.75,1.0
2013-06-01,C,180+,GCO,826965.0,10860577.5,1.0
2013-06-01,D,Current,30+,203808794.66,1743371.25,0.008554
2013-06-01,D,30+,60+,1308808.75,1288217.5,0.984267
2013-06-01,D,60+,90+,1256661.25,1405050.0,1.0
2013-06-01,D,90+,120+,1204853.75,1221853.75,1.0
2013-06-01,D,120+,150+,1216626.25,1125081.25,0.924755
2013-06-01,D,150+,180+,919763.75,982430.0,1.0
2013-06-01,D,180+,GCO,998643.75,11184151.25,1.0
2013-06-01,E,Current,30+,128719619.7,1559601.25,0.012116
2013-06-01,E,30+,60+,1131031.25,1146118.75,1.0
2013-06-01,E,60+,90+,825987.5,943075.0,1.0
2013-06-01,E,90+,120+,1109802.5,1136726.25,1.0
2013-06-01,E,120+,150+,957822.5,1058398.75,1.0
2013-06-01,E,150+,180+,894795.0,777601.25,0.869027
2013-06-01,E,180+,GCO,929921.25,9239160.0,1.0
2013-06-01,F,Current,30+,63084784.78,941523.75,0.014925
2013-06-01,F,30+,60+,577532.5,626705.0,1.0
2013-06-01,F,60+,90+,819421.25,762280.0,0.930266
2013-06-01,F,90+,120+,651248.75,717038.75,1.0
2013-06-01,F,120+,150+,592875.0,557302.5,0.94
2013-06-01,F,150+,180+,421090.0,561935.0,1.0
2013-06-01,F,180+,GCO,503285.0,5476295.0,1.0
2013-06-01,G,Current,30+,13278849.83,105697.5,0.00796
2013-06-01,G,30+,60+,219236.25,223316.25,1.0
2013-06-01,G,60+,90+,134470.0,157441.25,1.0
2013-06-01,G,90+,120+,198198.75,232390.0,1.0
2013-06-01,G,120+,150+,179987.5,118745.0,0.65974
2013-06-01,G,150+,180+,97601.25,142396.25,1.0
2013-06-01,G,180+,GCO,129880.0,1816620.0,1.0
2013-07-01,A,Current,30+,232548210.56,381565.0,0.001641
2013-07-01,A,30+,60+,324360.0,315732.5,0.973401
2013-07-01,A,60+,90+,407128.75,388832.5,0.95506
2013-07-01,A,90+,120+,406895.0,429271.25,1.0
2013-07-01,A,120+,150+,265115.0,278885.0,1.0
2013-07-01,A,150+,180+,181963.75,227013.75,1.0
2013-07-01,A,180+,GCO,282306.25,3275687.5,1.0
2013-07-01,B,Current,30+,482997583.3,1485608.75,0.003076
2013-07-01,B,30+,60+,1457877.5,1533761.25,1.0
2013-07-01,B,60+,90+,954167.5,989166.25,1.0
2013-07-01,B,90+,120+,1115242.5,1019405.0,0.914066
2013-07-01,B,120+,150+,1066218.75,1030157.5,0.966178
2013-07-01,B,150+,180+,846175.0,985043.75,1.0
2013-07-01,B,180+,GCO,769823.75,11111540.0,1.0
2013-07-01,C,Current,30+,401966697.01,2154643.75,0.00536
2013-07-01,C,30+,60+,1931348.75,1986513.75,1.0
2013-07-01,C,60+,90+,1405113.75,1334053.75,0.949428
2013-07-01,C,90+,120+,1263185.0,1294040.0,1.0
2013-07-01,C,120+,150+,1061288.75,1059036.25,0.997878
2013-07-01,C,150+,180+,912198.75,927350.0,1.0
2013-07-01,C,180+,GCO,791668.75,11891372.5,1.0
2013-07-01,D,Current,30+,222384284.43,2082691.25,0.009365
2013-07-01,D,30+,60+,1743371.25,1729707.5,0.992162
2013-07-01,D,60+,90+,1288217.5,1307958.75,1.0
2013-07-01,D,90+,120+,1405050.0,1255811.25,0.893784
2013-07-01,D,120+,150+,1221853.75,1212503.75,0.992348
2013-07-01,D,150+,180+,1125081.25,1216626.25,1.0
2013-07-01,D,180+,GCO,982430.0,12441450.0,1.0
2013-07-01,E,Current,30+,140207309.55,1967112.5,0.01403
2013-07-01,E,30+,60+,1559601.25,1730026.25,1.0
2013-07-01,E,60+,90+,1146118.75,1114371.25,0.9723
2013-07-01,E,90+,120+,943075.0,842647.5,0.893511
2013-07-01,E,120+,150+,1136726.25,1109802.5,0.976315
2013-07-01,E,150+,180+,1058398.75,941736.25,0.889775
2013-07-01,E,180+,GCO,777601.25,10390017.5,1.0
2013-07-01,F,Current,30+,70520376.29,1024675.0,0.01453
2013-07-01,F,30+,60+,941523.75,932386.25,0.990295
2013-07-01,F,60+,90+,626705.0,577532.5,0.921538
2013-07-01,F,90+,120+,762280.0,819421.25,1.0
2013-07-01,F,120+,150+,717038.75,651248.75,0.908248
2013-07-01,F,150+,180+,557302.5,592875.0,1.0
2013-07-01,F,180+,GCO,561935.0,6111967.5,1.0
2013-07-01,G,Current,30+,14694953.2,256891.25,0.017482
2013-07-01,G,30+,60+,105697.5,122697.5,1.0
2013-07-01,G,60+,90+,223316.25,219236.25,0.98173
2013-07-01,G,90+,120+,157441.25,134470.0,0.854096
2013-07-01,G,120+,150+,232390.0,198198.75,0.852871
2013-07-01,G,150+,180+,118745.0,179987.5,1.0
2013-07-01,G,180+,GCO,142396.25,1959016.25,1.0
2013-08-01,A,Current,30+,242004216.2,479655.0,0.001982
2013-08-01,A,30+,60+,381565.0,356320.0,0.933838
2013-08-01,A,60+,90+,315732.5,295077.5,0.934581
2013-08-01,A,90+,120+,388832.5,298010.0,0.766423
2013-08-01,A,120+,150+,429271.25,338958.75,0.789614
2013-08-01,A,150+,180+,278885.0,473152.5,1.0
2013-08-01,A,180+,GCO,227013.75,3604765.0,1.0
2013-08-01,B,Current,30+,517667877.03,1756461.25,0.003393
2013-08-01,B,30+,60+,1485608.75,1405050.0,0.945774
2013-08-01,B,60+,90+,1533761.25,1685571.25,1.0
2013-08-01,B,90+,120+,989166.25,966726.25,0.977314
2013-08-01,B,120+,150+,1019405.0,1030943.75,1.0
2013-08-01,B,150+,180+,1030157.5,1118833.75,1.0
2013-08-01,B,180+,GCO,985043.75,12446167.5,1.0
2013-08-01,C,Current,30+,440895116.43,2491052.5,0.00565
2013-08-01,C,30+,60+,2154643.75,2084093.75,0.967257
2013-08-01,C,60+,90+,1986513.75,1976483.75,0.994951
2013-08-01,C,90+,120+,1334053.75,1338813.75,1.0
2013-08-01,C,120+,150+,1294040.0,1127716.25,0.871469
2013-08-01,C,150+,180+,1059036.25,1309361.25,1.0
2013-08-01,C,180+,GCO,927350.0,13289346.25,1.0
2013-08-01,D,Current,30+,237320746.89,1993207.5,0.008399
2013-08-01,D,30+,60+,2082691.25,2169582.5,1.0
2013-08-01,D,60+,90+,1729707.5,1822230.0,1.0
2013-08-01,D,90+,120+,1307958.75,1308978.75,1.0
2013-08-01,D,120+,150+,1255811.25,940525.0,0.748938
2013-08-01,D,150+,180+,1212503.75,1602653.75,1.0
2013-08-01,D,180+,GCO,1216626.25,14033840.0,1.0
2013-08-01,E,Current,30+,150885912.15,1991592.5,0.013199
2013-08-01,E,30+,60+,1967112.5,2161571.25,1.0
2013-08-01,E,60+,90+,1730026.25,1643836.25,0.95018
2013-08-01,E,90+,120+,1114371.25,958460.0,0.86009
2013-08-01,E,120+,150+,842647.5,945986.25,1.0
2013-08-01,E,150+,180+,1109802.5,1164606.25,1.0
2013-08-01,E,180+,GCO,941736.25,11753141.25,1.0
2013-08-01,F,Current,30+,76476069.63,1263567.5,0.016522
2013-08-01,F,30+,60+,1024675.0,931685.0,0.909249
2013-08-01,F,60+,90+,932386.25,882767.5,0.946783
2013-08-01,F,90+,120+,577532.5,548930.0,0.950475
2013-08-01,F,120+,150+,819421.25,581421.25,0.709551
2013-08-01,F,150+,180+,651248.75,817445.0,1.0
2013-08-01,F,180+,GCO,592875.0,7046776.25,1.0
2013-08-01,G,Current,30+,16904894.33,223805.0,0.013239
2013-08-01,G,30+,60+,256891.25,244056.25,0.950037
2013-08-01,G,60+,90+,122697.5,163157.5,1.0
2013-08-01,G,90+,120+,219236.25,157101.25,0.716584
2013-08-01,G,120+,150+,134470.0,93840.0,0.697851
2013-08-01,G,150+,180+,198198.75,287470.0,1.0
2013-08-01,G,180+,GCO,179987.5,2167372.5,1.0
2013-09-01,A,Current,30+,250508513.54,447503.75,0.001786
2013-09-01,A,30+,60+,479655.0,385687.5,0.804094
2013-09-01,A,60+,90+,356320.0,360910.0,1.0
2013-09-01,A,90+,120+,295077.5,330288.75,1.0
2013-09-01,A,120+,150+,298010.0,349052.5,1.0
2013-09-01,A,150+,180+,338958.75,462506.25,1.0
2013-09-01,A,180+,GCO,473152.5,3812845.0,1.0
2013-09-01,B,Current,30+,552694703.99,1947116.25,0.003523
2013-09-01,B,30+,60+,1756461.25,1763155.0,1.0
2013-09-01,B,60+,90+,1405050.0,1359490.0,0.967574
2013-09-01,B,90+,120+,1685571.25,1657733.75,0.983485
2013-09-01,B,120+,150+,966726.25,942373.75,0.974809
2013-09-01,B,150+,180+,1030943.75,1048326.25,1.0
2013-09-01,B,180+,GCO,1118833.75,13199480.0,1.0
2013-09-01,C,Current,30+,482577399.27,2265250.0,0.004694
2013-09-01,C,30+,60+,2491052.5,2370310.0,0.95153
2013-09-01,C,60+,90+,2084093.75,2195890.0,1.0
2013-09-01,C,90+,120+,1976483.75,2003747.5,1.0
2013-09-01,C,120+,150+,1338813.75,1271323.75,0.94959
2013-09-01,C,150+,180+,1127716.25,1353412.5,1.0
2013-09-01,C,180+,GCO,1309361.25,13934028.75,1.0
2013-09-01,D,Current,30+,253973939.34,1830241.25,0.007206
2013-09-01,D,30+,60+,1993207.5,2129441.25,1.0
2013-09-01,D,60+,90+,2169582.5,2047395.0,0.943682
2013-09-01,D,90+,120+,1822230.0,1770380.0,0.971546
2013-09-01,D,120+,150+,1308978.75,1295336.25,0.989578
2013-09-01,D,150+,180+,940525.0,1235793.75,1.0
2013-09-01,D,180+,GCO,1602653.75,14948057.5,1.0
2013-09-01,E,Current,30+,163123408.38,1849685.0,0.011339
2013-09-01,E,30+,60+,1991592.5,2033200.0,1.0
2013-09-01,E,60+,90+,2161571.25,1976972.5,0.9146
2013-09-01,E,90+,120+,1643836.25,1700871.25,1.0
2013-09-01,E,120+,150+,958460.0,1159166.25,1.0
2013-09-01,E,150+,180+,945986.25,842647.5,0.890761
2013-09-01,E,180+,GCO,1164606.25,12441556.25,1.0
2013-09-01,F,Current,30+,83931394.92,1137066.25,0.013548
2013-09-01,F,30+,60+,1263567.5,1144695.0,0.905923
2013-09-01,F,60+,90+,931685.0,1048475.0,1.0
2013-09-01,F,90+,120+,882767.5,901786.25,1.0
2013-09-01,F,120+,150+,548930.0,529932.5,0.965392
2013-09-01,F,150+,180+,581421.25,844836.25,1.0
2013-09-01,F,180+,GCO,817445.0,7408876.25,1.0
2013-09-01,G,Current,30+,18802733.24,248093.75,0.013195
2013-09-01,G,30+,60+,223805.0,236555.0,1.0
2013-09-01,G,60+,90+,244056.25,256891.25,1.0
2013-09-01,G,90+,120+,163157.5,122697.5,0.752019
2013-09-01,G,120+,150+,157101.25,197582.5,1.0
2013-09-01,G,150+,180+,93840.0,156123.75,1.0
2013-09-01,G,180+,GCO,287470.0,2337202.5,1.0
2013-10-01,A,Current,30+,267725368.46,304703.75,0.001138
2013-10-01,A,30+,60+,447503.75,353812.5,0.790636
2013-10-01,A,60+,90+,385687.5,380608.75,0.986832
2013-10-01,A,90+,120+,360910.0,455366.25,1.0
2013-10-01,A,120+,150+,330288.75,295077.5,0.893393
2013-10-01,A,150+,180+,349052.5,298010.0,0.853768
2013-10-01,A,180+,GCO,462506.25,4416876.25,1.0
2013-10-01,B,Current,30+,600945665.59,1697875.0,0.002825
2013-10-01,B,30+,60+,1947116.25,1947562.5,1.0
2013-10-01,B,60+,90+,1763155.0,1681406.25,0.953635
2013-10-01,B,90+,120+,1359490.0,1493705.0,1.0
2013-10-01,B,120+,150+,1657733.75,1685571.25,1.0
2013-10-01,B,150+,180+,942373.75,952913.75,1.0
2013-10-01,B,180+,GCO,1048326.25,14609757.5,1.0
2013-10-01,C,Current,30+,531617054.08,2328065.0,0.004379
2013-10-01,C,30+,60+,2265250.0,2294532.5,1.0
2013-10-01,C,60+,90+,2370310.0,2483402.5,1.0
2013-10-01,C,90+,120+,2195890.0,2083243.75,0.948701
2013-10-01,C,120+,150+,2003747.5,1984983.75,0.990636
2013-10-01,C,150+,180+,1271323.75,1332863.75,1.0
2013-10-01,C,180+,GCO,1353412.5,15732373.75,1.0
2013-10-01,D,Current,30+,275932323.32,2446491.25,0.008866
2013-10-01,D,30+,60+,1830241.25,1701933.75,0.929896
2013-10-01,D,60+,90+,2129441.25,1985727.5,0.932511
2013-10-01,D,90+,120+,2047395.0,2142212.5,1.0
2013-10-01,D,120+,150+,1770380.0,1857080.0,1.0
2013-10-01,D,150+,180+,1295336.25,1296653.75,1.0
2013-10-01,D,180+,GCO,1235793.75,16589343.75,1.0
2013-10-01,E,Current,30+,175172080.7,2128293.75,0.01215
2013-10-01,E,30+,60+,1849685.0,1693072.5,0.91533
2013-10-01,E,60+,90+,2033200.0,1971192.5,0.969503
2013-10-01,E,90+,120+,1976972.5,2181971.25,1.0
2013-10-01,E,120+,150+,1700871.25,1643836.25,0.966467
2013-10-01,E,150+,180+,1159166.25,937210.0,0.808521
2013-10-01,E,180+,GCO,842647.5,13884983.75,1.0
2013-10-01,F,Current,30+,90822813.64,1845222.5,0.020317
2013-10-01,F,30+,60+,1137066.25,1076100.0,0.946383
2013-10-01,F,60+,90+,1144695.0,1263567.5,1.0
2013-10-01,F,90+,120+,1048475.0,931685.0,0.88861
2013-10-01,F,120+,150+,901786.25,882767.5,0.97891
2013-10-01,F,150+,180+,529932.5,548930.0,1.0
2013-10-01,F,180+,GCO,844836.25,8445642.5,1.0
2013-10-01,G,Current,30+,20372776.96,416946.25,0.020466
2013-10-01,G,30+,60+,248093.75,232623.75,0.937645
2013-10-01,G,60+,90+,236555.0,223805.0,0.946101
2013-10-01,G,90+,120+,256891.25,244056.25,0.950037
2013-10-01,G,120+,150+,122697.5,163157.5,1.0
2013-10-01,G,150+,180+,197582.5,157101.25,0.795117
2013-10-01,G,180+,GCO,156123.75,2548682.5,1.0
2013-11-01,A,Current,30+,293254329.29,582483.75,0.001986
2013-11-01,A,30+,60+,304703.75,276186.25,0.906409
2013-11-01,A,60+,90+,353812.5,423193.75,1.0
2013-11-01,A,90+,120+,380608.75,413397.5,1.0
2013-11-01,A,120+,150+,455366.25,350476.25,0.769658
2013-11-01,A,150+,180+,295077.5,322936.25,1.0
2013-11-01,A,180+,GCO,298010.0,4654090.0,1.0
2013-11-01,B,Current,30+,640655886.69,1791013.75,0.002796
2013-11-01,B,30+,60+,1697875.0,1801723.75,1.0
2013-11-01,B,60+,90+,1947562.5,1944715.0,0.998538
2013-11-01,B,90+,120+,1681406.25,1721738.75,1.0
2013-11-01,B,120+,150+,1493705.0,1409895.0,0.943891
2013-11-01,B,150+,180+,1685571.25,1651783.75,0.979955
2013-11-01,B,180+,GCO,952913.75,15278261.25,1.0
2013-11-01,C,Current,30+,569598515.03,2438310.0,0.004281
2013-11-01,C,30+,60+,2328065.0,2399975.0,1.0
2013-11-01,C,60+,90+,2294532.5,2243341.25,0.97769
2013-11-01,C,90+,120+,2483402.5,2392218.75,0.963283
2013-11-01,C,120+,150+,2083243.75,2227318.75,1.0
2013-11-01,C,150+,180+,1984983.75,1966602.5,0.99074
2013-11-01,C,180+,GCO,1332863.75,16673323.75,1.0
2013-11-01,D,Current,30+,300344702.99,2758335.0,0.009184
2013-11-01,D,30+,60+,2446491.25,2472076.25,1.0
2013-11-01,D,60+,90+,1701933.75,1793797.5,1.0
2013-11-01,D,90+,120+,1985727.5,2167287.5,1.0
2013-11-01,D,120+,150+,2142212.5,1977482.5,0.923103
2013-11-01,D,150+,180+,1857080.0,1844053.75,0.992986
2013-11-01,D,180+,GCO,1296653.75,17537518.75,1.0
2013-11-01,E,Current,30+,184934745.42,1969917.5,0.010652
2013-11-01,E,30+,60+,2128293.75,2236966.25,1.0
2013-11-01,E,60+,90+,1693072.5,1709371.25,1.0
2013-11-01,E,90+,120+,1971192.5,2135115.0,1.0
2013-11-01,E,120+,150+,2181971.25,1936597.5,0.887545
2013-11-01,E,150+,180+,1643836.25,1699490.0,1.0
2013-11-01,E,180+,GCO,937210.0,14577925.0,1.0
2013-11-01,F,Current,30+,93709906.13,1744710.0,0.018618
2013-11-01,F,30+,60+,1845222.5,1787443.75,0.968687
2013-11-01,F,60+,90+,1076100.0,1137066.25,1.0
2013-11-01,F,90+,120+,1263567.5,1150666.25,0.910649
2013-11-01,F,120+,150+,931685.0,1022082.5,1.0
2013-11-01,F,150+,180+,882767.5,877072.5,0.993549
2013-11-01,F,180+,GCO,548930.0,8858530.0,1.0
2013-11-01,G,Current,30+,21282661.12,499927.5,0.02349
2013-11-01,G,30+,60+,416946.25,417690.0,1.0
2013-11-01,G,60+,90+,232623.75,248093.75,1.0
2013-11-01,G,90+,120+,223805.0,236555.0,1.0
2013-11-01,G,120+,150+,244056.25,256891.25,1.0
2013-11-01,G,150+,180+,163157.5,122697.5,0.752019
2013-11-01,G,180+,GCO,157101.25,2690908.75,1.0
2013-12-01,A,Current,30+,321208718.87,398735.0,0.001241
2013-12-01,A,30+,60+,582483.75,664360.0,1.0
2013-12-01,A,60+,90+,276186.25,304703.75,1.0
2013-12-01,A,90+,120+,423193.75,353812.5,0.836053
2013-12-01,A,120+,150+,413397.5,380608.75,0.920685
2013-12-01,A,150+,180+,350476.25,455366.25,1.0
2013-12-01,A,180+,GCO,322936.25,5009963.75,1.0
2013-12-01,B,Current,30+,687463566.68,1891568.75,0.002752
2013-12-01,B,30+,60+,1791013.75,1723247.5,0.962163
2013-12-01,B,60+,90+,1801723.75,1697875.0,0.942361
2013-12-01,B,90+,120+,1944715.0,1947562.5,1.0
2013-12-01,B,120+,150+,1721738.75,1681406.25,0.976575
2013-12-01,B,150+,180+,1409895.0,1493705.0,1.0
2013-12-01,B,180+,GCO,1651783.75,17248242.5,1.0
2013-12-01,C,Current,30+,616692967.49,2859846.25,0.004637
2013-12-01,C,30+,60+,2438310.0,2309938.75,0.947352
2013-12-01,C,60+,90+,2399975.0,2328065.0,0.970037
2013-12-01,C,90+,120+,2243341.25,2294532.5,1.0
2013-12-01,C,120+,150+,2392218.75,2483402.5,1.0
2013-12-01,C,150+,180+,2227318.75,2083243.75,0.935315
2013-12-01,C,180+,GCO,1966602.5,19050221.25,1.0
2013-12-01,D,Current,30+,332406354.73,2348337.5,0.007065
2013-12-01,D,30+,60+,2758335.0,2826568.75,1.0
2013-12-01,D,60+,90+,2472076.25,2446491.25,0.98965
2013-12-01,D,90+,120+,1793797.5,1701933.75,0.948788
2013-12-01,D,120+,150+,2167287.5,1985727.5,0.916227
2013-12-01,D,150+,180+,1977482.5,2142212.5,1.0
2013-12-01,D,180+,GCO,1844053.75,19743077.5,1.0
2013-12-01,E,Current,30+,197992455.39,2518465.0,0.01272
2013-12-01,E,30+,60+,1969917.5,2108170.0,1.0
2013-12-01,E,60+,90+,2236966.25,2128293.75,0.95142
2013-12-01,E,90+,120+,1709371.25,1693072.5,0.990465
2013-12-01,E,120+,150+,2135115.0,1971192.5,0.923225
2013-12-01,E,150+,180+,1936597.5,2181971.25,1.0
2013-12-01,E,180+,GCO,1699490.0,16466030.0,1.0
2013-12-01,F,Current,30+,96966131.89,2220752.5,0.022902
2013-12-01,F,30+,60+,1744710.0,1708266.25,0.979112
